"","elementId","type","substitutionGroup","periodType","abstract","nillable","balance","ns"
"1311","ifrs_ChangesInFairValueOfFinancialLiabilityAttributableToChangesInCreditRiskOfLiability","xbrli:monetaryItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1312","ifrs_ChangesInFairValueOfLoansOrReceivablesAttributableToChangesInCreditRiskOfFinancialAssets","xbrli:monetaryItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1313","ifrs_ChangesInFairValueOfLoansOrReceivablesRelatedCreditDerivativesOrSimilarInstruments","xbrli:monetaryItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1314","ifrs_ChangesInGoodwill","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1315","ifrs_ChangesInGoodwillAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1316","ifrs_ChangesInIntangibleAssetsOtherThanGoodwill","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1317","ifrs_ChangesInIntangibleAssetsOtherThanGoodwillAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1318","ifrs_ChangesInInventoriesOfFinishedGoodsAndWorkInProgress","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1319","ifrs_ChangesInInvestmentProperty","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1320","ifrs_ChangesInInvestmentPropertyAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1321","ifrs_ChangesInMethodsAndAssumptionsUsedInPreparingSensitivityAnalysis","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1322","ifrs_ChangesInMethodsUsedToMeasureRisk","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1323","ifrs_ChangesInObjectivesPoliciesAndProcessesForManagingRisk","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1324","ifrs_ChangesInOtherProvisions","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1325","ifrs_ChangesInOtherProvisionsAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1326","ifrs_ChangesInPlanAssetsAtFairValue","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1327","ifrs_ChangesInPlanAssetsAtFairValueAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1328","ifrs_ChangesInPropertyPlantAndEquipment","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1329","ifrs_ChangesInPropertyPlantAndEquipmentAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1330","ifrs_ChangesInReimbursementRightsAtFairValue","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1331","ifrs_ChangesInReimbursementRightsAtFairValueAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1332","ifrs_ChangesInTaxRatesOrTaxLawsEnactedOrAnnouncedMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1333","ifrs_CircumstancesLeadingToReversalsOfInventoryWritedown","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1334","ifrs_ClassesOfAssetsAxis","xbrli:stringItemType","xbrldt:dimensionItem","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1335","ifrs_ClassesOfAssetsMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1336","ifrs_ClassesOfCashPaymentsAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1337","ifrs_ClassesOfCashReceiptsFromOperatingActivitiesAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1338","ifrs_ClassesOfContingentLiabilitiesAxis","xbrli:stringItemType","xbrldt:dimensionItem","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1339","ifrs_ClassesOfEmployeeBenefitsExpenseAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1340","ifrs_ClassesOfFinancialAssetsAxis","xbrli:stringItemType","xbrldt:dimensionItem","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1341","ifrs_ClassesOfFinancialAssetsThatAreEitherPastDueOrImpairedAxis","xbrli:stringItemType","xbrldt:dimensionItem","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1342","ifrs_ClassesOfFinancialAssetsThatAreEitherPastDueOrImpairedMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1343","ifrs_ClassesOfFinancialInstrumentsAxis","xbrli:stringItemType","xbrldt:dimensionItem","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1344","ifrs_ClassesOfFinancialInstrumentsMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1345","ifrs_ClassesOfFinancialLiabilitiesAxis","xbrli:stringItemType","xbrldt:dimensionItem","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1346","ifrs_ClassesOfIntangibleAssetsOtherThanGoodwillAxis","xbrli:stringItemType","xbrldt:dimensionItem","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1347","ifrs_ClassesOfInventoriesAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1348","ifrs_ClassesOfOtherProvisionsAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1349","ifrs_ClassesOfPropertyPlantAndEquipmentAxis","xbrli:stringItemType","xbrldt:dimensionItem","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1350","ifrs_ClassesOfProvisionsAxis","xbrli:stringItemType","xbrldt:dimensionItem","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1351","ifrs_ClassesOfShareCapitalAxis","xbrli:stringItemType","xbrldt:dimensionItem","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1352","ifrs_ClassesOfShareCapitalMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1353","ifrs_ClassificationOfAssetsAsHeldForSaleMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1354","ifrs_CombinedMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1355","ifrs_CommencementOfMajorLitigationMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1356","ifrs_CommitmentsForDevelopmentOrAcquisitionOfBiologicalAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1357","ifrs_CommitmentsRelatingToInterestsInJointVentures","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1358","ifrs_CompensationFromThirdPartiesForItemsOfPropertyPlantAndEquipment","xbrli:monetaryItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1359","ifrs_ComponentsOfEquityAxis","xbrli:stringItemType","xbrldt:dimensionItem","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1360","ifrs_ComponentsOfOtherComprehensiveIncomeBeforeTaxAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1361","ifrs_ComponentsOfOtherComprehensiveIncomeNetOfTaxAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1362","ifrs_ComprehensiveIncome","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1363","ifrs_ComprehensiveIncomeAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1364","ifrs_ComprehensiveIncomeAttributableToAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1365","ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1366","ifrs_ComprehensiveIncomeAttributableToOwnersOfParent","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1367","ifrs_ComputerSoftware","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1368","ifrs_ComputerSoftwareInternallyGeneratedMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1369","ifrs_ComputerSoftwareMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1370","ifrs_ComputerSoftwareNotInternallyGeneratedMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1371","ifrs_ConcentrationsOfRisk","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1372","ifrs_ConsiderationPaidReceived","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1373","ifrs_ConsolidatedAndSeparateFinancialStatementsAxis","xbrli:stringItemType","xbrldt:dimensionItem","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1374","ifrs_ConsolidatedMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1375","ifrs_ConstructionInProgress","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1376","ifrs_ConstructionInProgressMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1377","ifrs_ContingentConsiderationArrangementsAndIndemnificationAssetsRecognisedAsOfAcquisitionDate","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1378","ifrs_ContingentLiabilitiesForWhichVenturerIsContingentlyLiableForLiabilitiesOfOtherVenturers","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1379","ifrs_ContingentLiabilitiesIncurredByVenturerInRelationToInterestsInJointVentures","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1380","ifrs_ContingentLiabilitiesMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1381","ifrs_ContingentLiabilitiesOfAssociatesForWhichEntityIsSeverallyLiable","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1382","ifrs_ContingentLiabilitiesOfJointVentureMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1383","ifrs_ContingentLiabilitiesRelatedToJointVentures","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1384","ifrs_ContingentLiabilitiesRelatedToJointVenturesAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1385","ifrs_ContingentLiabilityForDecommissioningRestorationAndRehabilitationCostsMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1386","ifrs_ContingentRentsRecognisedAsExpense","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1387","ifrs_ContingentRentsRecognisedAsExpenseClassifiedAsFinanceLease","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1388","ifrs_ContingentRentsRecognisedAsExpenseClassifiedAsOperatingLease","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1389","ifrs_ContingentRentsRecognisedAsIncome","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1390","ifrs_ContingentRentsRecognisedAsIncomeAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1391","ifrs_ContingentRentsRecognisedAsIncomeClassifiedAsFinanceLease","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1392","ifrs_ContingentRentsRecognisedAsIncomeClassifiedAsOperatingLease","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1393","ifrs_ContinuingAndDiscontinuedOperationsAxis","xbrli:stringItemType","xbrldt:dimensionItem","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1394","ifrs_ContinuingOperationsMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1395","ifrs_ContractualCommitmentsForAcquisitionOfIntangibleAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1396","ifrs_ContractualCommitmentsForAcquisitionOfPropertyPlantAndEquipment","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1397","ifrs_ContributionsByPlanParticipantsDefinedBenefitObligationAtPresentValue","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1398","ifrs_CopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRights","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1399","ifrs_CopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRightsInternallyGeneratedMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1400","ifrs_CopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRightsMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1401","ifrs_CopyrightsPatentsAndOtherIndustrialPropertyRightsServiceAndOperatingRightsNotInternallyGeneratedMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1402","ifrs_CostOfBusinessCombination","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1403","ifrs_CostOfInventoriesRecognisedAsExpenseDuringPeriod","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1404","ifrs_CostOfSales","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1405","ifrs_CostRelatingToDefinedBenefitPlans","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1406","ifrs_CostRelatingToDefinedBenefitPlansForPeriodIncludedInCostOfAssets","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1407","ifrs_CostsIncurredAndRecognisedProfitsLessRecognisedLosses","xbrli:monetaryItemType","xbrli:item","instant",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1408","ifrs_CountryOfDomicileMember","nonnum:domainItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1409","ifrs_CountryOfIncorporation","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1410","ifrs_CountryOfIncorporationOfEntityWhoseConsolidatedFinancialStatementsHaveBeenProducedForPublicUse","xbrli:stringItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1411","ifrs_CountryOfIncorporationOrResidenceOfAssociate","xbrli:stringItemType","xbrli:item","duration","false","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1412","ifrs_CountryOfIncorporationOrResidenceOfJointlyControlledEntity","xbrli:stringItemType","xbrli:item","duration","false","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1413","ifrs_CountryOfIncorporationOrResidenceOfSubsidiary","xbrli:stringItemType","xbrli:item","duration","false","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1414","ifrs_CreationDateAxis","xbrli:stringItemType","xbrldt:dimensionItem","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1415","ifrs_CumulativeChangeInFairValueRecognisedInProfitOrLossOnSalesOfInvestmentPropertyBetweenPoolsOfAssetsMeasuredUsingDifferentModels","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1416","ifrs_CumulativeGainLossOnDisposalOfInvestmentsInEquityInstrumentsDesignatedAsMeasuredAtFairValueThroughOtherComprehensiveIncome","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1417","ifrs_CumulativePreferenceDividendsNotRecognised","xbrli:monetaryItemType","xbrli:item","duration",NA,"true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1418","ifrs_CumulativeUnrecognisedShareOfLossesOfAssociates","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","credit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1419","ifrs_CurrentAndDeferredTaxRelatingToItemsChargedOrCreditedDirectlyToEquity","xbrli:monetaryItemType","xbrli:item","duration",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1420","ifrs_CurrentAndDeferredTaxRelatingToItemsChargedOrCreditedDirectlyToEquityAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1421","ifrs_CurrentAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1422","ifrs_CurrentAssetsAbstract","xbrli:stringItemType","xbrli:item","duration","true","true",NA,"http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1423","ifrs_CurrentAssetsOtherThanAssetsOrDisposalGroupsClassifiedAsHeldForSaleOrAsHeldForDistributionToOwners","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
"1424","ifrs_CurrentBiologicalAssets","xbrli:monetaryItemType","xbrli:item","instant",NA,"true","debit","http://xbrl.iasb.org/taxonomy/2010-04-30/ifrs"
